"Year","ISO","Drought","Earthquake","MarMor","InfMort","NeonatalMort","Under5Mort","total_deaths","conflict"
2005,"EST",NA,NA,18,5.7,3.4,7.2,0,0
2006,"EST",NA,NA,16,5.2,3.1,6.6,0,0
2007,"EST",NA,NA,17,4.7,2.8,6,0,0
2008,"EST",NA,NA,14,4.3,2.5,5.5,0,0
2009,"EST",NA,NA,14,4,2.3,5,0,0
2010,"EST",NA,NA,11,3.6,2.1,4.6,0,0
2011,"EST",NA,NA,13,3.3,1.9,4.2,0,0
2012,"EST",NA,NA,12,3,1.7,3.9,0,0
2013,"EST",NA,NA,10,2.8,1.6,3.6,0,0
2014,"EST",NA,NA,11,2.6,1.5,3.3,0,0
2015,"EST",NA,NA,10,2.4,1.4,3.1,0,0
2016,"EST",NA,NA,11,2.2,1.3,2.8,0,0
2017,"EST",NA,NA,9,2.1,1.2,2.6,0,0
2018,"EST",NA,NA,NA,1.9,1.1,2.4,0,0
2019,"EST",NA,NA,NA,1.8,1,2.3,0,0
2000,"ETH",NA,NA,1030,87.2,48.6,140.7,30786,1
2001,"ETH",NA,NA,988,83.8,47.8,134.6,48666,1
2002,"ETH",NA,NA,985,80.3,46.8,128.3,388,1
2004,"ETH",NA,NA,929,73.1,44.8,115.3,1093,1
2006,"ETH",NA,NA,795,66.1,42.6,102.8,290,1
2007,"ETH",NA,NA,731,62.8,41.4,97,430,1
2012,"ETH",NA,NA,527,49.5,35.5,73.5,66,1
2013,"ETH",NA,NA,498,47.3,34.3,69.6,385,1
2014,"ETH",NA,NA,472,45.2,33.1,65.9,88,1
2016,"ETH",NA,NA,422,41.3,30.7,59,307,1
2017,"ETH",NA,NA,401,39.5,29.7,55.9,529,1
2018,"ETH",NA,NA,NA,38,28.7,53.2,475,1
2019,"ETH",NA,NA,NA,36.6,27.8,50.8,687,1
2000,NA,NA,NA,10,5.884239013,3.877706176,7.140496279,NA,NA
2001,NA,NA,NA,10,5.625409603,3.677050656,6.83937709,NA,NA
2002,NA,NA,NA,9,5.412376897,3.576805734,6.574752141,NA,NA
2003,NA,NA,NA,9,5.241291206,3.446579879,6.356706645,NA,NA
2004,NA,NA,NA,8,5.027960113,3.308757906,6.14406417,NA,NA
2005,NA,NA,NA,8,4.827376575,3.170580312,5.877724441,NA,NA
2006,NA,NA,NA,8,4.645088753,3.050396714,5.61901912,NA,NA
2007,NA,NA,NA,7,4.453884624,2.917450548,5.397930342,NA,NA
2008,NA,NA,NA,7,4.273168131,2.820194334,5.198994395,NA,NA
2009,NA,NA,NA,7,4.102428626,2.74930801,5.01249353,NA,NA
2010,NA,NA,NA,7,3.972907609,2.639593426,4.832654426,NA,NA
2011,NA,NA,NA,7,3.857706011,2.595277219,4.698793109,NA,NA
2012,NA,NA,NA,6,3.760763229,2.550054249,4.543439823,NA,NA
2013,NA,NA,NA,6,3.646518493,2.498191064,4.439953839,NA,NA
2014,NA,NA,NA,6,3.567113205,2.483005354,4.341409145,NA,NA
2015,NA,NA,NA,6,3.512366861,2.422211207,4.255040535,NA,NA
2016,NA,NA,NA,6,3.448654216,2.406155251,4.165583071,NA,NA
2017,NA,NA,NA,6,3.404109399,2.378243797,4.110763789,NA,NA
2018,NA,NA,NA,NA,3.340164338,2.341501292,4.031466588,NA,NA
2019,NA,NA,NA,NA,3.287070258,2.316744282,3.943376296,NA,NA
2000,NA,NA,NA,840,85.88232882,40.48758006,138.5042357,NA,NA
2001,NA,NA,NA,822,83.60793601,39.69128497,134.3396047,NA,NA
2002,NA,NA,NA,809,81.29765864,38.84924764,130.0387841,NA,NA
2003,NA,NA,NA,792,78.95899503,38.04575573,125.7110177,NA,NA
2004,NA,NA,NA,764,76.63154789,37.23107722,121.3666822,NA,NA
2005,NA,NA,NA,730,74.37944927,36.44262884,117.1427705,NA,NA
2006,NA,NA,NA,702,72.18440296,35.68937333,113.0606893,NA,NA
2007,NA,NA,NA,676,70.00219712,34.95893366,109.0644662,NA,NA
2008,NA,NA,NA,657,68.48415946,34.29211062,106.4947574,NA,NA
2009,NA,NA,NA,639,66.20908369,33.61292425,101.8301981,NA,NA
2010,NA,NA,NA,623,64.9876737,33.0177549,99.94993007,NA,NA
2011,NA,NA,NA,609,62.98138961,32.43397185,95.79884657,NA,NA
2012,NA,NA,NA,597,61.60627795,31.92861185,93.34158058,NA,NA
2013,NA,NA,NA,585,60.3523165,31.46546148,90.96704524,NA,NA
2014,NA,NA,NA,576,59.136379,30.98365543,88.73551393,NA,NA
2015,NA,NA,NA,561,57.96462793,30.59514557,86.5315534,NA,NA
2016,NA,NA,NA,552,56.86639653,30.13219254,84.43634055,NA,NA
2017,NA,NA,NA,542,55.54172896,29.67919697,82.030252,NA,NA
2018,NA,NA,NA,NA,54.36763158,29.16015349,79.89866916,NA,NA
2019,NA,NA,NA,NA,53.13138866,28.67147982,77.75262979,NA,NA
2000,"FIN",NA,NA,6,3.5,2.5,4.3,0,0
2001,"FIN",NA,NA,5,3.4,2.4,4.2,0,0
2002,"FIN",NA,NA,5,3.3,2.3,4.1,0,0
2003,"FIN",NA,NA,5,3.3,2.2,4,0,0
2004,"FIN",NA,NA,5,3.2,2.1,3.9,0,0
2005,"FIN",NA,NA,5,3.1,2.1,3.7,0,0
2006,"FIN",NA,NA,4,3,2,3.6,0,0
2007,"FIN",NA,NA,4,2.8,1.9,3.5,0,0
2008,"FIN",NA,NA,4,2.7,1.8,3.3,0,0
2009,"FIN",NA,NA,4,2.6,1.8,3.2,0,0
2010,"FIN",NA,NA,4,2.5,1.7,3,0,0
2011,"FIN",NA,NA,4,2.4,1.6,2.9,0,0
2012,"FIN",NA,NA,4,2.3,1.5,2.8,0,0
2013,"FIN",NA,NA,4,2.2,1.4,2.7,0,0
2014,"FIN",NA,NA,3,2.1,1.4,2.6,0,0
2015,"FIN",NA,NA,3,2,1.4,2.5,0,0
2016,"FIN",NA,NA,3,2,1.4,2.4,0,0
2017,"FIN",NA,NA,3,2,1.4,2.4,0,0
2018,"FIN",NA,NA,NA,1.9,1.4,2.4,0,0
2019,"FIN",NA,NA,NA,1.9,1.4,2.3,0,0
2000,"FJI",NA,NA,51,19.1,10.1,22.4,0,0
2001,"FJI",NA,NA,49,19,10.2,22.3,0,0
2002,"FJI",NA,NA,48,19,10.5,22.4,0,0
2003,"FJI",NA,NA,48,19.2,11,22.5,0,0
2004,"FJI",NA,NA,47,19.4,11.4,22.8,0,0
2005,"FJI",NA,NA,46,19.7,11.6,23.1,0,0
2006,"FJI",NA,NA,44,19.9,11.5,23.4,0,0
2007,"FJI",NA,NA,43,20.1,11,23.7,0,0
2008,"FJI",NA,NA,42,20.2,10.3,23.8,0,0
2009,"FJI",NA,NA,40,20.1,9.7,23.7,0,0
2010,"FJI",NA,NA,39,20,9.3,23.6,0,0
2011,"FJI",NA,NA,38,20,9,23.6,0,0
2012,"FJI",NA,NA,38,20,9,23.5,0,0
2013,"FJI",NA,NA,37,20.1,9.1,23.7,0,0
2014,"FJI",NA,NA,36,20.3,9.4,23.9,0,0
2016,"FJI",NA,NA,34,21.1,10.2,24.9,0,0
2017,"FJI",NA,NA,34,21.5,10.6,25.5,0,0
2018,"FJI",NA,NA,NA,22.1,11,26.2,0,0
2019,"FJI",NA,NA,NA,22.6,11.4,26.9,0,0
2000,"FRA",NA,NA,10,4.1,2.8,5.4,0,0
2001,"FRA",NA,NA,10,3.9,2.7,5.3,0,0
2002,"FRA",NA,NA,10,3.7,2.7,5.1,0,0
2003,"FRA",NA,NA,9,3.6,2.6,4.9,0,0
2004,"FRA",NA,NA,9,3.4,2.5,4.8,0,0
2005,"FRA",NA,NA,9,3.3,2.4,4.6,0,0
2006,"FRA",NA,NA,9,3.3,2.4,4.5,0,0
2007,"FRA",NA,NA,9,3.2,2.4,4.4,0,0
2008,"FRA",NA,NA,9,3.2,2.4,4.4,2,0
2009,"FRA",NA,NA,9,3.1,2.4,4.3,0,0
2010,"FRA",NA,NA,9,3.1,2.3,4.2,0,0
2011,"FRA",NA,NA,9,3.1,2.3,4.2,0,0
2012,"FRA",NA,NA,9,3.1,2.3,4.1,0,0
2013,"FRA",NA,NA,9,3.1,2.3,4.1,4,0
2014,"FRA",NA,NA,8,3.1,2.4,4.1,0,0
2015,"FRA",NA,NA,8,3.2,2.4,4.2,0,0
2016,"FRA",NA,NA,8,3.2,2.5,4.2,133,1
2017,"FRA",NA,NA,8,3.3,2.6,4.3,87,1
2018,"FRA",NA,NA,NA,3.4,2.6,4.3,2,0
2000,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2001,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2002,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2003,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2004,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2005,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2006,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2007,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2008,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2009,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2010,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2011,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2012,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2013,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2014,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2015,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2016,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2017,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2018,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2019,"FRO",NA,NA,NA,NA,NA,NA,NA,NA
2000,"FSM",NA,NA,154,30.8,20,37.8,0,0
2001,"FSM",NA,NA,150,30,19.6,36.7,0,0
2002,"FSM",NA,NA,163,29.4,19.2,35.9,0,0
2003,"FSM",NA,NA,141,29,18.8,35.2,0,0
2004,"FSM",NA,NA,137,28.7,18.6,34.8,0,0
2005,"FSM",NA,NA,133,28.6,18.5,34.7,0,0
2006,"FSM",NA,NA,128,28.5,18.4,34.6,0,0
2007,"FSM",NA,NA,123,28.4,18.3,34.5,0,0
2008,"FSM",NA,NA,118,28.2,18.2,34.2,0,0
2009,"FSM",NA,NA,114,27.8,17.9,33.7,0,0
2010,"FSM",NA,NA,110,27.4,17.5,33.1,0,0
2011,"FSM",NA,NA,106,26.8,17.1,32.3,0,0
2012,"FSM",NA,NA,103,26.2,16.7,31.6,0,0
2013,"FSM",NA,NA,99,25.6,16.2,30.7,0,0
2014,"FSM",NA,NA,96,24.9,15.6,29.9,0,0
2015,"FSM",NA,NA,95,24.2,15.2,28.9,0,0
2017,"FSM",NA,NA,88,22.7,14.2,27,0,0
2018,"FSM",NA,NA,NA,22.1,13.7,26.2,0,0
2019,"FSM",NA,NA,NA,21.5,13.3,25.4,0,0
2000,"GAB",NA,NA,380,53.3,26.9,82.9,0,0
2001,"GAB",NA,NA,370,52.3,26.6,81.4,0,0
2002,"GAB",NA,NA,361,51.2,26.3,79.6,0,0
2003,"GAB",NA,NA,356,50.2,26,77.8,0,0
2004,"GAB",NA,NA,354,49,25.7,75.8,0,0
2005,"GAB",NA,NA,348,47.7,25.4,73.6,0,0
2006,"GAB",NA,NA,340,46.6,25.1,71.6,0,0
2007,"GAB",NA,NA,336,45.2,24.8,69.2,0,0
2008,"GAB",NA,NA,332,43.9,24.5,66.7,0,0
2009,"GAB",NA,NA,324,42.9,24.2,64.2,0,0
2010,"GAB",NA,NA,314,41.6,23.8,61.7,0,0
2011,"GAB",NA,NA,304,40.4,23.5,59.3,0,0
2012,"GAB",NA,NA,292,39.1,23.1,57.1,0,0
2013,"GAB",NA,NA,277,37.9,22.7,54.9,0,0
2014,"GAB",NA,NA,267,37.2,22.2,52.8,0,0
2015,"GAB",NA,NA,261,36.1,21.8,50.3,0,0
2016,"GAB",NA,NA,256,34.6,21.3,47.4,0,0
2017,"GAB",NA,NA,252,33.7,20.9,45.5,0,0
2018,"GAB",NA,NA,NA,32.5,20.5,44.1,0,0
2019,"GAB",NA,NA,NA,31.5,20.1,43,0,0
2000,"GBR",NA,NA,10,5.6,3.8,6.5,0,0
2001,"GBR",NA,NA,11,5.5,3.7,6.4,1,0
2002,"GBR",NA,NA,11,5.4,3.6,6.3,1,0
2003,"GBR",NA,NA,11,5.3,3.6,6.2,3,0
2004,"GBR",NA,NA,11,5.2,3.5,6.1,1,0
2005,"GBR",NA,NA,11,5.1,3.5,6,1,0
2006,"GBR",NA,NA,11,5,3.4,5.9,53,1
2008,"GBR",NA,NA,11,4.8,3.2,5.6,0,0
2009,"GBR",NA,NA,10,4.6,3.1,5.4,0,0
2010,"GBR",NA,NA,10,4.4,3,5.2,2,0
2011,"GBR",NA,NA,9,4.3,3,5,0,0
2012,"GBR",NA,NA,8,4.1,2.9,4.8,1,0
2013,"GBR",NA,NA,8,4,2.8,4.7,0,0
2014,"GBR",NA,NA,8,3.9,2.7,4.5,0,0
2015,"GBR",NA,NA,8,3.8,2.7,4.5,0,0
2016,"GBR",NA,NA,7,3.8,2.7,4.4,0,0
2017,"GBR",NA,NA,7,3.8,2.8,4.4,0,0
2018,"GBR",NA,NA,NA,3.7,2.8,4.3,0,0
2019,"GBR",NA,NA,NA,3.7,2.8,4.3,0,0
2001,"GEO",NA,NA,33,29.9,21.7,34.1,0,0
2003,"GEO",NA,NA,37,25.5,18.9,28.8,0,0
2004,"GEO",NA,NA,38,23.2,17.4,26.2,0,0
2005,"GEO",NA,NA,39,21,15.9,23.6,27,1
2006,"GEO",NA,NA,33,19,14.5,21.3,0,0
2007,"GEO",NA,NA,36,17.1,13.2,19.1,0,0
2008,"GEO",NA,NA,39,15.4,12,17.2,0,0
2010,"GEO",NA,NA,32,12.7,10.1,14.2,0,0
2011,"GEO",NA,NA,32,11.6,9.3,13,3,0
2012,"GEO",NA,NA,30,10.8,8.6,12.1,0,0
2013,"GEO",NA,NA,30,10.2,8,11.4,0,0
2014,"GEO",NA,NA,29,9.7,7.3,10.9,0,0
2015,"GEO",NA,NA,27,9.4,6.7,10.5,0,0
2016,"GEO",NA,NA,26,9.1,6.2,10.2,0,0
2017,"GEO",NA,NA,25,8.8,5.8,9.9,0,0
2018,"GEO",NA,NA,NA,8.7,5.4,9.7,0,0
2019,"GEO",NA,NA,NA,8.4,5.2,9.5,0,0
2000,"GHA",NA,NA,484,64.3,35.8,99.7,0,0
2001,"GHA",NA,NA,445,62.1,34.9,95.7,30,1
2002,"GHA",NA,NA,415,59.9,34.2,91.9,50,1
2003,"GHA",NA,NA,398,58,33.5,88.5,36,1
2004,"GHA",NA,NA,384,56.4,33,85.6,0,0
2005,"GHA",NA,NA,371,54.9,32.6,83,0,0
2006,"GHA",NA,NA,359,53.5,32.2,80.6,0,0
2007,"GHA",NA,NA,349,52.1,31.7,78,0,0
2008,"GHA",NA,NA,342,50.5,31.2,75.3,0,0
2009,"GHA",NA,NA,339,48.8,30.5,72.3,55,1
2010,"GHA",NA,NA,339,47,29.8,69.1,8,0
2011,"GHA",NA,NA,339,45.2,29,65.9,1,0
2012,"GHA",NA,NA,336,43.4,28.2,62.7,0,0
2013,"GHA",NA,NA,331,41.8,27.5,59.8,0,0
2014,"GHA",NA,NA,325,40.2,26.8,57.1,0,0
2015,"GHA",NA,NA,320,38.8,26,54.6,0,0
2016,"GHA",NA,NA,314,37.4,25.4,52.2,0,0
2017,"GHA",NA,NA,308,36.2,24.7,50.1,0,0
2018,"GHA",NA,NA,NA,35,24.1,48.1,0,0
2019,"GHA",NA,NA,NA,34,23.5,46.4,0,0
2000,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2001,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2002,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2003,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2004,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2005,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2006,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2007,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2008,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2009,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2010,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2011,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2012,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2013,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2014,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2015,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2016,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2017,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2018,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2019,"GIB",NA,NA,NA,NA,NA,NA,NA,NA
2000,"GIN",NA,NA,1020,99.9,45.5,164.2,13,0
2001,"GIN",NA,NA,1070,96.2,43.4,157.4,256,1
2002,"GIN",NA,NA,1090,92.7,41.9,150.9,430,1
2003,"GIN",NA,NA,1080,89.5,40.7,144.9,0,0
2004,"GIN",NA,NA,1020,86.5,39.6,139.5,0,0
2005,"GIN",NA,NA,920,83.9,38.5,134.7,0,0
2006,"GIN",NA,NA,831,81.5,37.4,130.4,3,0
2007,"GIN",NA,NA,772,79.4,36.5,126.6,15,0
2008,"GIN",NA,NA,754,77.6,35.8,123.3,45,1
2009,"GIN",NA,NA,750,75.9,35.3,120.3,0,0
2010,"GIN",NA,NA,747,74.4,34.7,117.7,160,1
2011,"GIN",NA,NA,748,73.1,34.2,115.3,1,0
2012,"GIN",NA,NA,744,71.8,33.6,113,25,1
2013,"GIN",NA,NA,731,70.5,33,110.7,9,0
2014,"GIN",NA,NA,767,69.5,32.4,109.2,98,1
2015,"GIN",NA,NA,699,68.4,31.9,107.3,0,0
2016,"GIN",NA,NA,621,67.1,31.4,104.6,3,0
2017,"GIN",NA,NA,576,66,31.1,102.6,0,0
2018,"GIN",NA,NA,NA,64.7,30.7,100.4,0,0
2019,"GIN",NA,NA,NA,63.4,30.3,98,0,0
2000,"GMB",NA,NA,932,61.6,40.6,113.4,0,0
2001,"GMB",NA,NA,905,59.8,39.8,108.7,0,0
2003,"GMB",NA,NA,843,56.4,38.4,99.8,0,0
2004,"GMB",NA,NA,802,54.7,37.7,95.6,0,0
2005,"GMB",NA,NA,756,53.1,37,91.5,1,0
2006,"GMB",NA,NA,716,51.5,36.3,87.6,8,0
2007,"GMB",NA,NA,690,50,35.5,83.8,0,0
2008,"GMB",NA,NA,675,48.6,34.7,80.3,0,0
2009,"GMB",NA,NA,668,47.1,33.9,76.8,0,0
2010,"GMB",NA,NA,661,45.8,33.1,73.6,0,0
2011,"GMB",NA,NA,656,44.5,32.4,70.6,0,0
2013,"GMB",NA,NA,644,42,30.9,65,1,0
2014,"GMB",NA,NA,637,40.9,30.1,62.4,0,0
2016,"GMB",NA,NA,611,38.6,28.5,57.4,0,0
2017,"GMB",NA,NA,597,37.5,27.8,55.1,0,0
2018,"GMB",NA,NA,NA,36.5,27.1,53.1,0,0
2019,"GMB",NA,NA,NA,35.6,26.4,51.2,0,0
2000,"GNB",NA,NA,1210,105,55.3,173.8,199,1
2001,"GNB",NA,NA,1180,102.1,54.2,168.4,0,0
2003,"GNB",NA,NA,1110,95.9,52.5,156.8,0,0
2004,"GNB",NA,NA,1050,92.6,51.7,150.7,0,0
2005,"GNB",NA,NA,979,89.2,50.9,144.5,0,0
2007,"GNB",NA,NA,860,82.5,48.7,132.2,0,0
2008,"GNB",NA,NA,827,79.1,47.5,126.1,0,0
2009,"GNB",NA,NA,800,75.9,46.2,120.2,0,0
2010,"GNB",NA,NA,779,72.6,44.8,114.5,0,0
2011,"GNB",NA,NA,762,69.6,43.6,109.1,0,0
2012,"GNB",NA,NA,744,66.8,42.3,104.2,0,0
2013,"GNB",NA,NA,726,64.3,41.2,99.7,0,0
2014,"GNB",NA,NA,711,62.1,40.2,95.7,0,0
2015,"GNB",NA,NA,694,60,39.2,92.1,0,0
2016,"GNB",NA,NA,679,58.1,38.4,88.7,0,0
2017,"GNB",NA,NA,667,56.3,37.5,85.5,0,0
2018,"GNB",NA,NA,NA,54.6,36.7,82.5,0,0
2019,"GNB",NA,NA,NA,53,35.9,79.6,0,0
2000,"GNQ",NA,NA,454,107.1,44.3,155.7,0,0
2001,"GNQ",NA,NA,421,104.4,43.7,151.4,0,0
2002,"GNQ",NA,NA,392,101.7,42.9,147.1,0,0
2003,"GNQ",NA,NA,370,99,42.1,142.8,0,0
2004,"GNQ",NA,NA,357,96.1,41.2,138.2,0,0
2005,"GNQ",NA,NA,344,93.2,40.2,133.5,0,0
2006,"GNQ",NA,NA,331,90.3,39.1,129,0,0
2007,"GNQ",NA,NA,322,87.4,37.9,124.4,0,0
2008,"GNQ",NA,NA,314,84.5,36.9,119.7,0,0
2009,"GNQ",NA,NA,310,81.7,35.9,115.3,0,0
2010,"GNQ",NA,NA,308,79.1,35.1,111.2,0,0
2011,"GNQ",NA,NA,308,76.7,34.3,107.4,0,0
2012,"GNQ",NA,NA,305,74.3,33.7,103.6,0,0
2013,"GNQ",NA,NA,300,72.1,33,100.2,0,0
2014,"GNQ",NA,NA,295,69.9,32.5,96.8,0,0
2015,"GNQ",NA,NA,296,67.6,31.8,93.2,0,0
2016,"GNQ",NA,NA,301,65.6,31.2,90,0,0
2017,"GNQ",NA,NA,301,63.6,30.5,86.9,0,0
2018,"GNQ",NA,NA,NA,61.7,29.9,83.9,0,0
2019,"GNQ",NA,NA,NA,60,29.2,81.2,0,0
2004,"GRC",NA,NA,3,4.3,2.7,4.9,0,0
2005,"GRC",NA,NA,3,4,2.5,4.6,0,0
2006,"GRC",NA,NA,3,3.8,2.4,4.3,0,0
2007,"GRC",NA,NA,3,3.6,2.2,4.1,0,0
2009,"GRC",NA,NA,3,3.4,2.1,3.9,0,0
2010,"GRC",NA,NA,3,3.4,2.1,3.9,0,0
2011,"GRC",NA,NA,3,3.5,2.2,4,0,0
2012,"GRC",NA,NA,3,3.5,2.3,4,0,0
2013,"GRC",NA,NA,3,3.6,2.4,4.1,0,0
2015,"GRC",NA,NA,3,3.8,2.6,4.4,0,0
2016,"GRC",NA,NA,3,3.9,2.6,4.4,0,0
2018,"GRC",NA,NA,NA,3.7,2.5,4.2,0,0
2019,"GRC",NA,NA,NA,3.7,2.5,4.2,0,0
2000,"GRD",NA,NA,38,12.9,8,15.5,0,0
2001,"GRD",NA,NA,36,12.8,8,15.2,0,0
2002,"GRD",NA,NA,34,12.6,8,15,0,0
2003,"GRD",NA,NA,34,12.5,8,14.8,0,0
2004,"GRD",NA,NA,38,12.5,8,14.7,0,0
2005,"GRD",NA,NA,33,12.4,8,14.6,0,0
2006,"GRD",NA,NA,31,12.5,8,14.6,0,0
2007,"GRD",NA,NA,31,12.5,8.1,14.6,0,0
2008,"GRD",NA,NA,30,12.7,8.3,14.7,0,0
2009,"GRD",NA,NA,30,12.8,8.6,14.9,0,0
2011,"GRD",NA,NA,28,13.3,9.3,15.3,0,0
2012,"GRD",NA,NA,28,13.5,9.7,15.5,0,0
2013,"GRD",NA,NA,27,13.8,10.1,15.8,0,0
2014,"GRD",NA,NA,26,14,10.5,16,0,0
2015,"GRD",NA,NA,25,14.3,10.7,16.2,0,0
2016,"GRD",NA,NA,25,14.5,10.9,16.4,0,0
2017,"GRD",NA,NA,25,14.6,11.1,16.6,0,0
2018,"GRD",NA,NA,NA,14.7,11.1,16.6,0,0
2019,"GRD",NA,NA,NA,14.7,11.1,16.5,0,0
2000,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2001,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2002,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2003,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2004,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2005,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2006,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2007,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2008,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2009,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2010,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2011,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2012,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2013,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2014,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2015,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2016,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2017,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2018,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2019,"GRL",NA,NA,NA,NA,NA,NA,NA,NA
2000,"GTM",NA,NA,161,41,21.3,52.1,0,0
2002,"GTM",NA,NA,145,38.1,20.2,48.1,5,0
2003,"GTM",NA,NA,137,36.8,19.7,46.2,2,0
2004,"GTM",NA,NA,137,35.6,19.1,44.4,0,0
2005,"GTM",NA,NA,142,34.3,18.6,42.7,1,0
2006,"GTM",NA,NA,137,33.1,18.2,41,58,1
2007,"GTM",NA,NA,132,32,17.7,39.4,0,0
2008,"GTM",NA,NA,125,30.8,17.3,37.8,5,0
2010,"GTM",NA,NA,129,28.6,16.2,34.8,1,0
2015,"GTM",NA,NA,103,23.7,13.4,28.3,0,0
2016,"GTM",NA,NA,98,22.9,12.9,27.3,20,0
2019,"GTM",NA,NA,NA,20.7,11.5,24.5,0,0
2000,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2001,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2002,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2003,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2004,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2005,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2006,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2007,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2008,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2009,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2010,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2011,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2012,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2013,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2014,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2015,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2016,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2017,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2018,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2019,"GUM",NA,NA,NA,NA,NA,NA,NA,NA
2000,"GUY",NA,NA,231,37,27,46.4,0,0
2001,"GUY",NA,NA,216,36.2,26.4,45.2,0,0
2002,"GUY",NA,NA,227,35.4,26,44.2,0,0
2003,"GUY",NA,NA,226,34.7,25.5,43.2,0,0
2004,"GUY",NA,NA,220,34,25.2,42.2,0,0
2005,"GUY",NA,NA,223,33.4,24.8,41.4,0,0
2006,"GUY",NA,NA,221,32.8,24.3,40.5,0,0
2007,"GUY",NA,NA,208,32.2,23.9,39.7,0,0
2008,"GUY",NA,NA,192,31.7,23.6,39,0,0
2009,"GUY",NA,NA,185,31.1,23.2,38.2,29,1
2011,"GUY",NA,NA,180,30,22.4,36.7,0,0
2012,"GUY",NA,NA,185,29.4,21.9,35.9,0,0
