"Year","ISO","Drought","Earthquake","MarMor","InfMort","NeonatalMort","Under5Mort","total_deaths","conflict"
2002,NA,NA,NA,109,21.71879025,16.6959683,25.56557463,NA,NA
2003,NA,NA,NA,107,21.28469718,16.34072174,25.05997395,NA,NA
2004,NA,NA,NA,105,20.90205557,15.97434942,24.51592188,NA,NA
2005,NA,NA,NA,103,20.50995128,15.61272513,24.02247602,NA,NA
2006,NA,NA,NA,101,20.10601443,15.1775752,23.53200592,NA,NA
2007,NA,NA,NA,98,19.72218506,14.84431616,23.00651381,NA,NA
2008,NA,NA,NA,97,19.36737517,14.55964082,22.58010767,NA,NA
2009,NA,NA,NA,96,18.93985131,14.22916526,22.09326835,NA,NA
2010,NA,NA,NA,93,18.52872136,13.95877615,21.56475423,NA,NA
2011,NA,NA,NA,93,18.14184207,13.6620871,21.03935755,NA,NA
2012,NA,NA,NA,93,17.67429911,13.38751153,20.535088,NA,NA
2013,NA,NA,NA,91,17.25074584,13.03987739,19.99512526,NA,NA
2014,NA,NA,NA,89,16.7864046,12.67629431,19.43667885,NA,NA
2015,NA,NA,NA,89,16.34724219,12.28799079,18.86726862,NA,NA
2016,NA,NA,NA,89,15.87550598,11.94072326,18.36123547,NA,NA
2017,NA,NA,NA,88,15.41861902,11.57052558,17.82269908,NA,NA
2018,NA,NA,NA,NA,14.96289049,11.19083447,17.28568245,NA,NA
2019,NA,NA,NA,NA,14.7001176,10.82194469,17.20832624,NA,NA
2001,"CUB",NA,NA,44,6.8,4.2,8.5,0,0
2002,"CUB",NA,NA,41,6.5,4,8.2,0,0
2003,"CUB",NA,NA,41,6.3,3.8,7.9,0,0
2005,"CUB",NA,NA,41,5.9,3.4,7.4,0,0
2006,"CUB",NA,NA,38,5.7,3.3,7.2,0,0
2007,"CUB",NA,NA,38,5.5,3.2,6.9,0,0
2008,"CUB",NA,NA,40,5.4,3.1,6.7,0,0
2009,"CUB",NA,NA,40,5.2,3,6.5,0,0
2010,"CUB",NA,NA,41,5.1,2.9,6.4,0,0
2011,"CUB",NA,NA,38,5,2.8,6.2,0,0
2012,"CUB",NA,NA,39,4.8,2.7,6.1,0,0
2013,"CUB",NA,NA,40,4.7,2.6,5.9,0,0
2014,"CUB",NA,NA,39,4.6,2.5,5.8,0,0
2016,"CUB",NA,NA,37,4.4,2.3,5.5,0,0
2017,"CUB",NA,NA,36,4.3,2.3,5.4,0,0
2018,"CUB",NA,NA,NA,4.3,2.3,5.3,0,0
2019,"CUB",NA,NA,NA,4.2,2.3,5.2,0,0
2000,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2001,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2002,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2003,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2004,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2005,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2006,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2007,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2008,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2009,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2010,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2011,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2012,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2013,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2014,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2015,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2016,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2017,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2018,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2019,"CUW",NA,NA,NA,NA,NA,NA,NA,NA
2000,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2001,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2002,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2003,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2004,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2005,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2006,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2007,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2008,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2009,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2010,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2011,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2012,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2013,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2014,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2015,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2016,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2017,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2018,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2019,"CYM",NA,NA,NA,NA,NA,NA,NA,NA
2001,"CYP",NA,NA,9,5.2,3.4,6,0,0
2002,"CYP",NA,NA,10,4.8,3.2,5.6,0,0
2003,"CYP",NA,NA,9,4.5,3,5.2,0,0
2004,"CYP",NA,NA,9,4.1,2.8,4.8,0,0
2005,"CYP",NA,NA,12,3.8,2.6,4.5,0,0
2006,"CYP",NA,NA,9,3.6,2.4,4.2,0,0
2007,"CYP",NA,NA,8,3.3,2.3,3.9,0,0
2008,"CYP",NA,NA,9,3.1,2.1,3.7,0,0
2009,"CYP",NA,NA,8,3,2,3.5,0,0
2010,"CYP",NA,NA,8,2.8,1.9,3.4,0,0
2011,"CYP",NA,NA,8,2.7,1.9,3.2,0,0
2012,"CYP",NA,NA,7,2.6,1.8,3.1,0,0
2013,"CYP",NA,NA,6,2.5,1.8,3,0,0
2014,"CYP",NA,NA,8,2.4,1.7,2.9,0,0
2015,"CYP",NA,NA,7,2.4,1.7,2.9,0,0
2016,"CYP",NA,NA,6,2.4,1.7,2.9,0,0
2017,"CYP",NA,NA,6,2.3,1.7,2.8,0,0
2018,"CYP",NA,NA,NA,2.3,1.7,2.8,0,0
2019,"CYP",NA,NA,NA,2.3,1.7,2.8,0,0
2000,"CZE",NA,NA,7,4.5,2.7,5.5,0,0
2001,"CZE",NA,NA,7,4.3,2.5,5.2,0,0
2002,"CZE",NA,NA,6,4.1,2.4,5,0,0
2003,"CZE",NA,NA,6,3.9,2.4,4.8,0,0
2004,"CZE",NA,NA,5,3.7,2.3,4.6,0,0
2005,"CZE",NA,NA,5,3.6,2.2,4.4,0,0
2006,"CZE",NA,NA,5,3.4,2.1,4.1,0,0
2007,"CZE",NA,NA,5,3.2,2,3.9,0,0
2008,"CZE",NA,NA,5,3,1.9,3.7,0,0
2009,"CZE",NA,NA,4,2.9,1.8,3.5,0,0
2010,"CZE",NA,NA,4,2.7,1.7,3.4,0,0
2011,"CZE",NA,NA,4,2.6,1.6,3.3,0,0
2012,"CZE",NA,NA,4,2.6,1.6,3.2,0,0
2013,"CZE",NA,NA,4,2.5,1.6,3.1,0,0
2014,"CZE",NA,NA,4,2.5,1.6,3.1,0,0
2015,"CZE",NA,NA,4,2.5,1.6,3.2,0,0
2016,"CZE",NA,NA,4,2.6,1.6,3.2,0,0
2017,"CZE",NA,NA,3,2.6,1.6,3.2,0,0
2018,"CZE",NA,NA,NA,2.5,1.6,3.1,0,0
2019,"CZE",NA,NA,NA,2.4,1.6,3,0,0
2000,"DEU",NA,NA,7,4.4,2.8,5.4,0,0
2001,"DEU",NA,NA,7,4.3,2.7,5.2,0,0
2002,"DEU",NA,NA,7,4.2,2.7,5.1,0,0
2003,"DEU",NA,NA,6,4.1,2.7,5,0,0
2005,"DEU",NA,NA,6,3.9,2.6,4.7,0,0
2006,"DEU",NA,NA,6,3.8,2.6,4.6,0,0
2007,"DEU",NA,NA,6,3.7,2.5,4.5,0,0
2008,"DEU",NA,NA,6,3.6,2.4,4.4,0,0
2009,"DEU",NA,NA,6,3.5,2.4,4.3,0,0
2010,"DEU",NA,NA,6,3.5,2.3,4.2,0,0
2011,"DEU",NA,NA,6,3.4,2.3,4.1,0,0
2012,"DEU",NA,NA,5,3.4,2.3,4,0,0
2013,"DEU",NA,NA,5,3.3,2.3,4,0,0
2014,"DEU",NA,NA,5,3.3,2.3,4,0,0
2015,"DEU",NA,NA,5,3.3,2.3,3.9,0,0
2016,"DEU",NA,NA,5,3.3,2.3,3.9,0,0
2017,"DEU",NA,NA,7,3.3,2.3,3.9,12,0
2018,"DEU",NA,NA,NA,3.2,2.3,3.8,0,0
2019,"DEU",NA,NA,NA,3.2,2.3,3.7,0,0
2000,"DJI",NA,NA,507,79.9,43.9,101,25,1
2001,"DJI",NA,NA,490,78.2,43.4,98.6,0,0
2002,"DJI",NA,NA,470,76.5,42.7,96.1,0,0
2003,"DJI",NA,NA,449,74.7,42.1,93.6,0,0
2004,"DJI",NA,NA,426,72.9,41.6,91.1,0,0
2006,"DJI",NA,NA,361,69.4,40.3,86.1,0,0
2009,"DJI",NA,NA,299,64.2,38.4,78.8,35,1
2011,"DJI",NA,NA,272,60.9,37,74.4,0,0
2012,"DJI",NA,NA,262,59.3,36.3,72.2,0,0
2013,"DJI",NA,NA,256,57.8,35.4,70.1,0,0
2014,"DJI",NA,NA,256,56.2,34.7,68,0,0
2015,"DJI",NA,NA,247,54.6,34,65.8,1,0
2016,"DJI",NA,NA,246,53.1,33.2,63.8,0,0
2017,"DJI",NA,NA,248,51.6,32.5,61.8,0,0
2018,"DJI",NA,NA,NA,50.1,31.8,59.7,0,0
2019,"DJI",NA,NA,NA,48.6,31.1,57.8,6,0
2000,"DMA",NA,NA,NA,14.1,12.9,16.9,0,0
2001,"DMA",NA,NA,NA,14.5,13.3,17.3,0,0
2002,"DMA",NA,NA,NA,14.9,13.8,17.8,0,0
2003,"DMA",NA,NA,NA,15.5,14.4,18.4,0,0
2005,"DMA",NA,NA,NA,16.8,15.6,19.7,0,0
2006,"DMA",NA,NA,NA,17.5,16.2,20.5,0,0
2007,"DMA",NA,NA,NA,18.3,17,21.4,0,0
2008,"DMA",NA,NA,NA,19.2,17.8,22.3,0,0
2009,"DMA",NA,NA,NA,20.2,18.7,23.4,0,0
2010,"DMA",NA,NA,NA,21.3,19.6,24.6,0,0
2011,"DMA",NA,NA,NA,22.5,20.7,25.8,0,0
2012,"DMA",NA,NA,NA,23.7,21.7,27.1,0,0
2013,"DMA",NA,NA,NA,25,22.8,28.4,0,0
2014,"DMA",NA,NA,NA,26.2,23.9,29.8,0,0
2015,"DMA",NA,NA,NA,27.5,25,31.1,0,0
2016,"DMA",NA,NA,NA,28.7,26.1,32.4,0,0
2017,"DMA",NA,NA,NA,29.7,27.2,33.5,0,0
2018,"DMA",NA,NA,NA,30.6,28.3,34.4,0,0
2019,"DMA",NA,NA,NA,31.2,29.2,35,0,0
2000,"DNK",NA,NA,8,4.7,3.5,5.7,0,0
2001,"DNK",NA,NA,8,4.7,3.4,5.6,0,0
2002,"DNK",NA,NA,8,4.6,3.2,5.5,0,0
2003,"DNK",NA,NA,7,4.5,3.2,5.4,0,0
2004,"DNK",NA,NA,7,4.3,3.1,5.2,0,0
2005,"DNK",NA,NA,6,4.2,3.1,5,0,0
2006,"DNK",NA,NA,6,4,3,4.8,0,0
2007,"DNK",NA,NA,6,3.8,2.9,4.5,0,0
2008,"DNK",NA,NA,6,3.7,2.8,4.4,0,0
2009,"DNK",NA,NA,6,3.6,2.8,4.2,0,0
2010,"DNK",NA,NA,5,3.5,2.8,4.1,0,0
2011,"DNK",NA,NA,5,3.4,2.9,4.1,0,0
2012,"DNK",NA,NA,5,3.5,3,4.1,0,0
2013,"DNK",NA,NA,4,3.5,3,4.1,0,0
2014,"DNK",NA,NA,4,3.5,3,4.1,0,0
2015,"DNK",NA,NA,4,3.5,3,4.1,0,0
2016,"DNK",NA,NA,4,3.5,2.9,4.1,0,0
2017,"DNK",NA,NA,4,3.4,2.8,4,0,0
2018,"DNK",NA,NA,NA,3.3,2.7,3.9,0,0
2019,"DNK",NA,NA,NA,3.2,2.6,3.7,0,0
2000,"DOM",NA,NA,80,32.4,23.3,40,0,0
2001,"DOM",NA,NA,75,31.7,23.2,39,0,0
2002,"DOM",NA,NA,75,31.1,23.1,38.1,0,0
2004,"DOM",NA,NA,81,30.1,23.2,36.9,0,0
2005,"DOM",NA,NA,83,29.8,23.4,36.4,0,0
2006,"DOM",NA,NA,86,29.5,23.6,36,0,0
2007,"DOM",NA,NA,90,29.3,23.8,35.7,0,0
2008,"DOM",NA,NA,92,29.1,24,35.5,0,0
2009,"DOM",NA,NA,95,29,24.1,35.3,0,0
2010,"DOM",NA,NA,96,28.9,24.2,35.1,0,0
2011,"DOM",NA,NA,95,28.8,24.3,35,0,0
2012,"DOM",NA,NA,94,28.8,24.3,35,0,0
2013,"DOM",NA,NA,94,28.8,24.3,35,0,0
2014,"DOM",NA,NA,94,28.8,24.4,35,0,0
2015,"DOM",NA,NA,94,28.8,24.4,35,0,0
2016,"DOM",NA,NA,94,28.8,24.5,35,0,0
2017,"DOM",NA,NA,95,28.7,24.4,34.9,0,0
2018,"DOM",NA,NA,NA,28.6,24.2,34.8,0,0
2019,"DOM",NA,NA,NA,28.3,23.9,34.4,0,0
2000,"DZA",NA,NA,161,33.9,21.1,39.7,1168,1
2001,"DZA",NA,NA,155,33.3,21.1,38.9,1193,1
2002,"DZA",NA,NA,148,32.4,20.9,37.8,674,1
2005,"DZA",NA,NA,127,28.8,20.1,33.6,500,1
2007,"DZA",NA,NA,119,26.4,19.4,30.7,292,1
2008,"DZA",NA,NA,117,25.3,18.9,29.5,495,1
2009,"DZA",NA,NA,117,24.4,18.2,28.4,345,1
2010,"DZA",NA,NA,115,23.6,17.5,27.4,541,1
2011,"DZA",NA,NA,116,22.9,17.1,26.7,252,1
2012,"DZA",NA,NA,116,22.5,16.9,26.2,276,1
2013,"DZA",NA,NA,115,22.1,16.4,25.8,264,1
2015,"DZA",NA,NA,114,21.6,15.1,25.2,111,1
2016,"DZA",NA,NA,113,21.3,15.1,24.8,110,1
2017,"DZA",NA,NA,112,20.9,15.6,24.3,89,1
2018,"DZA",NA,NA,NA,20.4,16,23.8,77,1
2019,"DZA",NA,NA,NA,20,16.3,23.3,35,1
2000,NA,NA,NA,121,33.16846587,21.40243152,41.86286108,NA,NA
2001,NA,NA,NA,118,31.38716221,20.26672342,39.50390213,NA,NA
2002,NA,NA,NA,115,29.56173495,19.11887996,37.19781647,NA,NA
2003,NA,NA,NA,112,27.77954,18.02225245,34.87212479,NA,NA
2004,NA,NA,NA,110,26.48710023,16.8940698,33.72860826,NA,NA
2005,NA,NA,NA,106,24.50039718,15.85566887,30.72938543,NA,NA
2006,NA,NA,NA,103,23.08501612,14.86022633,28.87675474,NA,NA
2007,NA,NA,NA,100,21.79278443,13.98935226,27.23250045,NA,NA
2008,NA,NA,NA,98,20.93439293,13.19101495,26.74574967,NA,NA
2009,NA,NA,NA,94,19.45171943,12.37586466,24.28367759,NA,NA
2010,NA,NA,NA,91,18.41800703,11.71176047,23.05272608,NA,NA
2011,NA,NA,NA,88,17.45388243,11.01962223,21.85175207,NA,NA
2012,NA,NA,NA,85,16.56348696,10.46044156,20.72919893,NA,NA
2013,NA,NA,NA,82,15.7733798,9.895657548,19.70590556,NA,NA
2014,NA,NA,NA,79,15.00172021,9.367035226,18.77191938,NA,NA
2015,NA,NA,NA,77,14.30805376,8.898620158,17.87619197,NA,NA
2016,NA,NA,NA,75,13.64528578,8.498150237,17.057941,NA,NA
2017,NA,NA,NA,73,13.05515936,8.113768796,16.33448573,NA,NA
2018,NA,NA,NA,NA,12.47276454,7.740154977,15.63312279,NA,NA
2019,NA,NA,NA,NA,11.99486019,7.377933505,15.02301557,NA,NA
2000,NA,NA,NA,326,57.75459926,36.48669404,78.86303352,NA,NA
2001,NA,NA,NA,315,55.68720298,35.3969298,75.69655255,NA,NA
2002,NA,NA,NA,304,53.65313589,34.29059676,72.57654667,NA,NA
2003,NA,NA,NA,292,51.75645537,33.21844339,69.62739861,NA,NA
2004,NA,NA,NA,280,50.03635684,32.18496355,67.24715204,NA,NA
2005,NA,NA,NA,264,48.06140234,31.23743756,64.01128447,NA,NA
2006,NA,NA,NA,250,46.29688543,30.27516232,61.31288491,NA,NA
2007,NA,NA,NA,236,44.54735104,29.36373208,58.65882832,NA,NA
2008,NA,NA,NA,224,42.96834484,28.50826388,56.43563674,NA,NA
2009,NA,NA,NA,213,41.03555068,27.60369161,53.35900097,NA,NA
2010,NA,NA,NA,202,39.54141204,26.68056052,51.32032584,NA,NA
2011,NA,NA,NA,191,37.78822996,25.78679233,48.39942738,NA,NA
2012,NA,NA,NA,182,36.31557687,24.92738202,46.28189711,NA,NA
2013,NA,NA,NA,174,34.88359753,24.07954151,44.22642571,NA,NA
2014,NA,NA,NA,166,33.56873239,23.26707421,42.29333022,NA,NA
2015,NA,NA,NA,159,32.23468653,22.53353803,40.44694854,NA,NA
2016,NA,NA,NA,152,31.05078314,21.81847942,38.734838,NA,NA
2017,NA,NA,NA,147,29.84934219,21.10948157,36.99263051,NA,NA
2018,NA,NA,NA,NA,28.73565959,20.44127972,35.44290577,NA,NA
2019,NA,NA,NA,NA,27.68605044,19.66854435,34.045433,NA,NA
2000,NA,NA,NA,114,31.3,20.1,39.4,NA,NA
2001,NA,NA,NA,111,29.6,19.1,37.3,NA,NA
2002,NA,NA,NA,108,27.9,18.1,35.1,NA,NA
2003,NA,NA,NA,105,26.3,17,33,NA,NA
2004,NA,NA,NA,104,25,16,31.9,NA,NA
2005,NA,NA,NA,100,23.2,15,29.1,NA,NA
2006,NA,NA,NA,97,21.8,14.1,27.4,NA,NA
2007,NA,NA,NA,94,20.6,13.2,25.8,NA,NA
2008,NA,NA,NA,93,19.8,12.5,25.4,NA,NA
2009,NA,NA,NA,89,18.4,11.7,23,NA,NA
2010,NA,NA,NA,86,17.5,11.1,21.8,NA,NA
2011,NA,NA,NA,83,16.6,10.5,20.7,NA,NA
2012,NA,NA,NA,80,15.7,9.9,19.7,NA,NA
2013,NA,NA,NA,78,15,9.4,18.7,NA,NA
2014,NA,NA,NA,75,14.3,8.9,17.8,NA,NA
2015,NA,NA,NA,73,13.6,8.5,17,NA,NA
2016,NA,NA,NA,71,13,8.1,16.3,NA,NA
2017,NA,NA,NA,69,12.4,7.7,15.6,NA,NA
2018,NA,NA,NA,NA,11.9,7.4,14.9,NA,NA
2019,NA,NA,NA,NA,11.5,7.1,14.3,NA,NA
2000,NA,NA,NA,45,29.66154646,16.90193447,35.92609411,NA,NA
2001,NA,NA,NA,43,27.90783362,16.08901168,33.61145104,NA,NA
2002,NA,NA,NA,42,26.12291157,15.17713919,31.29883762,NA,NA
2003,NA,NA,NA,40,24.4269964,14.29844365,29.13894691,NA,NA
2004,NA,NA,NA,38,22.815656,13.53358929,27.07914163,NA,NA
2005,NA,NA,NA,36,21.32131615,12.79147533,25.21311598,NA,NA
2006,NA,NA,NA,33,19.96548654,12.10684442,23.5190167,NA,NA
2007,NA,NA,NA,31,18.73682768,11.38430405,21.95128699,NA,NA
2008,NA,NA,NA,29,17.60067164,10.61397629,20.57151048,NA,NA
2009,NA,NA,NA,27,16.56050392,9.963380317,19.35709156,NA,NA
2010,NA,NA,NA,26,15.6579693,9.421742687,18.25941589,NA,NA
2011,NA,NA,NA,24,14.83866011,8.93022626,17.28646693,NA,NA
2012,NA,NA,NA,23,14.1119825,8.446715024,16.39474394,NA,NA
2013,NA,NA,NA,22,13.38463092,8.006534654,15.53401281,NA,NA
2014,NA,NA,NA,21,12.69359038,7.568546364,14.72480112,NA,NA
2015,NA,NA,NA,20,11.9906252,7.14205898,13.94597205,NA,NA
2016,NA,NA,NA,20,11.39509884,6.734705111,13.17427398,NA,NA
2017,NA,NA,NA,19,10.7691165,6.44286134,12.50652343,NA,NA
2018,NA,NA,NA,NA,10.28174227,6.116432284,11.89695796,NA,NA
2019,NA,NA,NA,NA,9.798575221,5.851039162,11.34407786,NA,NA
2000,NA,NA,NA,27,17.5,10.2,21.2,NA,NA
2001,NA,NA,NA,26,16.5,9.8,19.9,NA,NA
2002,NA,NA,NA,25,15.6,9.3,18.7,NA,NA
2003,NA,NA,NA,24,14.7,8.8,17.5,NA,NA
2004,NA,NA,NA,23,13.8,8.4,16.4,NA,NA
2005,NA,NA,NA,22,13,8,15.4,NA,NA
2006,NA,NA,NA,21,12.3,7.6,14.5,NA,NA
2007,NA,NA,NA,20,11.6,7.2,13.7,NA,NA
2008,NA,NA,NA,19,11,6.8,13,NA,NA
2009,NA,NA,NA,18,10.5,6.4,12.3,NA,NA
2010,NA,NA,NA,17,10,6.2,11.7,NA,NA
2011,NA,NA,NA,16,9.6,5.9,11.2,NA,NA
2012,NA,NA,NA,15,9.2,5.7,10.8,NA,NA
2013,NA,NA,NA,15,8.8,5.4,10.3,NA,NA
2014,NA,NA,NA,14,8.4,5.2,9.9,NA,NA
2015,NA,NA,NA,14,8.1,5,9.4,NA,NA
2016,NA,NA,NA,13,7.7,4.8,9,NA,NA
2017,NA,NA,NA,13,7.4,4.6,8.6,NA,NA
2018,NA,NA,NA,NA,7.1,4.4,8.3,NA,NA
2019,NA,NA,NA,NA,6.8,4.2,7.9,NA,NA
2000,"ECU",NA,NA,122,24.7,14.1,29.5,0,0
2001,"ECU",NA,NA,117,23.4,13.4,28,0,0
2002,"ECU",NA,NA,110,22.4,12.7,26.6,2,0
2003,"ECU",NA,NA,100,21.5,12.1,25.4,0,0
2004,"ECU",NA,NA,94,20.7,11.6,24.4,26,1
2005,"ECU",NA,NA,94,19.9,11.1,23.5,0,0
2006,"ECU",NA,NA,90,19.2,10.6,22.6,0,0
2007,"ECU",NA,NA,85,18.5,10.2,21.7,0,0
2008,"ECU",NA,NA,82,17.7,9.7,20.8,0,0
2010,"ECU",NA,NA,78,16.3,8.9,19,0,0
2011,"ECU",NA,NA,76,15.6,8.5,18.1,0,0
2012,"ECU",NA,NA,71,14.9,8.1,17.3,0,0
2015,"ECU",NA,NA,63,13.2,7.3,15.4,0,0
2017,"ECU",NA,NA,59,12.4,6.9,14.4,0,0
2018,"ECU",NA,NA,NA,12,6.9,13.9,0,0
2000,"EGY",NA,NA,64,37.1,22.4,46.6,4,0
2001,"EGY",NA,NA,63,35.2,21.7,43.9,5,0
2003,"EGY",NA,NA,57,32,20.3,39.4,0,0
2004,"EGY",NA,NA,54,30.6,19.7,37.5,0,0
2005,"EGY",NA,NA,52,29.3,19,35.7,35,1
2006,"EGY",NA,NA,50,28.2,18.2,34.2,124,1
2007,"EGY",NA,NA,47,27.1,17.5,32.7,2,0
2008,"EGY",NA,NA,45,26,16.7,31.3,0,0
2009,"EGY",NA,NA,45,25,16,29.9,2,0
2010,"EGY",NA,NA,45,24,15.2,28.7,1,0
2011,"EGY",NA,NA,42,23.1,14.6,27.5,1,0
2012,"EGY",NA,NA,42,22.2,13.9,26.3,31,1
2013,"EGY",NA,NA,40,21.3,13.4,25.3,75,1
2014,"EGY",NA,NA,39,20.5,12.8,24.3,135,1
2015,"EGY",NA,NA,39,19.8,12.3,23.3,249,1
2016,"EGY",NA,NA,38,19.1,11.9,22.5,991,1
2017,"EGY",NA,NA,37,18.5,11.5,21.7,404,1
2018,"EGY",NA,NA,NA,17.8,11.1,20.9,902,1
2019,"EGY",NA,NA,NA,17.2,10.7,20.1,692,1
2000,NA,NA,NA,8,4.696466531,3.152059247,5.801598771,NA,NA
2001,NA,NA,NA,7,4.516125961,3.008281521,5.595208826,NA,NA
2002,NA,NA,NA,7,4.340624687,2.955245655,5.374208298,NA,NA
2003,NA,NA,NA,7,4.193157965,2.844436145,5.177697785,NA,NA
2004,NA,NA,NA,7,4.004423378,2.736419126,5.017875049,NA,NA
2005,NA,NA,NA,7,3.869427271,2.637881109,4.814012671,NA,NA
2006,NA,NA,NA,6,3.77414197,2.575700773,4.649138011,NA,NA
2007,NA,NA,NA,6,3.652889576,2.489068151,4.521799796,NA,NA
2008,NA,NA,NA,6,3.552001682,2.440014156,4.405105282,NA,NA
2009,NA,NA,NA,6,3.43715676,2.411067096,4.298837622,NA,NA
2010,NA,NA,NA,6,3.380913801,2.330703398,4.168126408,NA,NA
2011,NA,NA,NA,6,3.310764644,2.320738262,4.093434035,NA,NA
2012,NA,NA,NA,6,3.260382246,2.30044028,3.991256585,NA,NA
2013,NA,NA,NA,6,3.190569679,2.26545563,3.942226621,NA,NA
2014,NA,NA,NA,5,3.164692289,2.285227329,3.901165475,NA,NA
2015,NA,NA,NA,5,3.163566443,2.251269283,3.859778452,NA,NA
2016,NA,NA,NA,5,3.145748634,2.271070292,3.834500342,NA,NA
2017,NA,NA,NA,5,3.148052166,2.273152801,3.829540151,NA,NA
2018,NA,NA,NA,NA,3.122405327,2.247932994,3.789841401,NA,NA
2019,NA,NA,NA,NA,3.09880315,2.236532944,3.724084963,NA,NA
2000,"ERI",NA,NA,1280,56.1,27,85.2,17203,1
2001,"ERI",NA,NA,1180,53.8,26.5,81.1,1793,1
2002,"ERI",NA,NA,1130,51.6,26.1,77.3,0,0
2003,"ERI",NA,NA,1060,49.6,25.6,73.8,0,0
2004,"ERI",NA,NA,938,47.8,25.2,70.5,57,1
2005,"ERI",NA,NA,804,46.1,24.7,67.5,0,0
2006,"ERI",NA,NA,705,44.5,24.2,64.6,0,0
2007,"ERI",NA,NA,635,43,23.7,61.9,0,0
2009,"ERI",NA,NA,583,40.2,22.6,57.1,0,0
2010,"ERI",NA,NA,567,39,22.1,55.1,0,0
2011,"ERI",NA,NA,558,37.9,21.5,53.1,0,0
2012,"ERI",NA,NA,549,36.8,21.1,51.2,0,0
2013,"ERI",NA,NA,540,35.8,20.6,49.5,0,0
2014,"ERI",NA,NA,530,34.9,20.2,47.9,0,0
2015,"ERI",NA,NA,518,34,19.7,46.3,0,0
2016,"ERI",NA,NA,498,33.1,19.3,44.8,0,0
2017,"ERI",NA,NA,480,32.2,18.9,43.3,25,1
2018,"ERI",NA,NA,NA,31.3,18.5,41.9,0,0
2019,"ERI",NA,NA,NA,30.5,18.1,40.6,0,0
2000,"ESP",NA,NA,5,4.4,2.8,5.4,0,0
2001,"ESP",NA,NA,5,4.3,2.7,5.3,20,0
2002,"ESP",NA,NA,5,4.2,2.7,5.1,13,0
2003,"ESP",NA,NA,5,4.1,2.6,5,5,0
2004,"ESP",NA,NA,5,3.9,2.5,4.9,3,0
2005,"ESP",NA,NA,5,3.8,2.4,4.7,191,1
2006,"ESP",NA,NA,4,3.7,2.3,4.5,0,0
2007,"ESP",NA,NA,4,3.6,2.2,4.4,0,0
2008,"ESP",NA,NA,4,3.4,2.2,4.2,0,0
2009,"ESP",NA,NA,4,3.3,2.1,4,2,0
2010,"ESP",NA,NA,4,3.1,2.1,3.8,3,0
2012,"ESP",NA,NA,4,2.9,2.1,3.6,1,0
2013,"ESP",NA,NA,4,2.8,2,3.5,0,0
2014,"ESP",NA,NA,4,2.8,2,3.4,0,0
2015,"ESP",NA,NA,4,2.7,1.9,3.3,0,0
2016,"ESP",NA,NA,4,2.7,1.9,3.3,0,0
2017,"ESP",NA,NA,4,2.7,1.9,3.3,0,0
2018,"ESP",NA,NA,NA,2.7,1.8,3.3,16,0
2019,"ESP",NA,NA,NA,2.7,1.8,3.3,0,0
2000,"EST",NA,NA,29,8.7,5.3,10.9,0,0
2001,"EST",NA,NA,27,8,4.8,10.1,0,0
2002,"EST",NA,NA,25,7.3,4.4,9.3,0,0
2003,"EST",NA,NA,20,6.7,4,8.5,0,0
2004,"EST",NA,NA,18,6.2,3.7,7.8,0,0
